Vehicle Tag	;	Date	;	Time In	;	Direction	;	Category	;	Location
1306	;	28/08/2016	;	06:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1307	;	28/08/2016	;	07:00:00	;	Exit	;	Bus	;	Iwo Road
1308	;	28/08/2016	;	07:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1309	;	28/08/2016	;	07:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1310	;	28/08/2016	;	07:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1311	;	28/08/2016	;	08:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1312	;	28/08/2016	;	08:15:00	;	Entry	;	Bus	;	Iwo Road
1313	;	28/08/2016	;	08:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1314	;	28/08/2016	;	08:45:00	;	Entry	;	Bus	;	Iwo Road
1315	;	28/08/2016	;	09:00:00	;	Entry	;	Bus 	;	Iwo Road
1316	;	28/08/2016	;	09:15:00	;	Exit	;	Bus	;	Iwo Road
1317	;	28/08/2016	;	09:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1318	;	28/08/2016	;	09:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1319	;	28/08/2016	;	10:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1320	;	28/08/2016	;	10:30:00	;	Entry	;	Bus	;	Iwo Road
1321	;	28/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1322	;	28/08/2016	;	11:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1323	;	28/08/2016	;	11:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1324	;	28/08/2016	;	11:30:00	;	Exit	;	Bus	;	Iwo Road
1325	;	28/08/2016	;	11:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1326	;	28/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1327	;	28/08/2016	;	12:15:00	;	Exit	;	Bus	;	Iwo Road
1328	;	28/08/2016	;	12:30:00	;	Exit	;	Bus	;	Iwo Road
1329	;	28/08/2016	;	12:45:00	;	Entry	;	Bus	;	Iwo Road
1330	;	28/08/2016	;	13:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1331	;	28/08/2016	;	13:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1332	;	28/08/2016	;	13:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1333	;	28/08/2016	;	13:45:00	;	Entry	;	Bus	;	Iwo Road
1334	;	28/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
1335	;	28/08/2016	;	14:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1336	;	28/08/2016	;	14:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1337	;	28/08/2016	;	14:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1338	;	28/08/2016	;	15:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1339	;	28/08/2016	;	15:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1340	;	28/08/2016	;	15:30:00	;	Exit	;	Bus	;	Iwo Road
1341	;	28/08/2016	;	15:45:00	;	Entry	;	Bus	;	Iwo Road
1342	;	28/08/2016	;	16:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1343	;	28/08/2016	;	16:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1344	;	28/08/2016	;	16:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1345	;	28/08/2016	;	16:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1346	;	28/08/2016	;	17:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1347	;	28/08/2016	;	17:15:00	;	Entry	;	Bus	;	Iwo Road
1348	;	28/08/2016	;	17:30:00	;	Exit	;	Bus	;	Iwo Road
1349	;	28/08/2016	;	17:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1350	;	28/08/2016	;	18:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1351	;	28/08/2016	;	18:15:00	;	Entry	;	Bus	;	Iwo Road
1352	;	28/08/2016	;	18:30:00	;	Entry	;	Bus 	;	Iwo Road
1353	;	28/08/2016	;	18:45:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
1354	;	28/08/2016	;	19:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1355	;	28/08/2016	;	19:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1356	;	28/08/2016	;	19:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1357	;	28/08/2016	;	19:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1358	;	28/08/2016	;	20:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1359	;	28/08/2016	;	20:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1360	;	28/08/2016	;	20:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1361	;	28/08/2016	;	20:45:00	;	Exit	;	Bus	;	Iwo Road
1362	;	28/08/2016	;	21:00:00	;	Exit	;	Bus	;	Iwo Road
1363	;	28/08/2016	;	21:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1364	;	28/08/2016	;	21:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1365	;	28/08/2016	;	21:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1366	;	28/08/2016	;	22:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1367	;	28/08/2016	;	22:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1368	;	28/08/2016	;	22:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1369	;	28/08/2016	;	22:45:00	;	Entry	;	Bus	;	Iwo Road
1370	;	28/08/2016	;	23:00:00	;	Entry	;	Bus	;	Iwo Road
1371	;	28/08/2016	;	23:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1372	;	28/08/2016	;	23:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1373	;	28/08/2016	;	23:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1374	;	29/08/2016	;	00:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1375	;	29/08/2016	;	01:15:12	;	Entry	;	Passenger Car	;	Iwo Road
1376	;	29/08/2016	;	01:34:54	;	Entry 	;	Passenger Car	;	Iwo Road
1377	;	29/08/2016	;	01:43:23	;	Entry 	;	Passenger Car	;	Iwo Road
1378	;	29/08/2016	;	01:56:11	;	Entry	;	Bus 	;	Iwo Road
1379	;	29/08/2016	;	01:57:21	;	Exit 	;	Passenger Car	;	Iwo Road
1380	;	29/08/2016	;	04:30:00	;	Entry 	;	Bus	;	Iwo Road
1381	;	29/08/2016	;	04:45:00	;	Entry	;	Bus	;	Iwo Road
1382	;	29/08/2016	;	05:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1383	;	29/08/2016	;	05:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1384	;	29/08/2016	;	05:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1385	;	29/08/2016	;	05:32:12	;	Entry	;	Passenger Car	;	Iwo Road
1386	;	29/08/2016	;	05:39:32	;	Entry	;	Passenger Car	;	Iwo Road
1387	;	29/08/2016	;	06:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1388	;	29/08/2016	;	06:15:00	;	Entry	;	2-axle Trailer 	;	Iwo Road
1389	;	29/08/2016	;	06:30:00	;	Entry	;	Bus	;	Iwo Road
1390	;	29/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
1391	;	29/08/2016	;	07:00:00	;	Entry	;	Bus	;	Iwo Road
1392	;	29/08/2016	;	07:15:00	;	Entry	;	Bus	;	Iwo Road
1393	;	29/08/2016	;	07:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1394	;	29/08/2016	;	07:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1395	;	29/08/2016	;	07:55:34	;	Entry	;	Bus	;	Iwo Road
1396	;	29/08/2016	;	07:58:54	;	Exit	;	Bus	;	Iwo Road
1397	;	29/08/2016	;	08:00:00	;	Exit 	;	2-axle Trailer	;	Iwo Road
1398	;	29/08/2016	;	08:15:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
1399	;	29/08/2016	;	08:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1400	;	29/08/2016	;	08:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1401	;	29/08/2016	;	09:00:00	;	Exit 	;	Passenger Car	;	Iwo Road
1402	;	29/08/2016	;	09:15:00	;	Exit	;	Bus	;	Iwo Road
1403	;	29/08/2016	;	09:30:00	;	Entry	;	Bus	;	Iwo Road
1404	;	29/08/2016	;	09:45:00	;	Exit	;	3-axle Trailer 	;	Iwo Road
1405	;	29/08/2016	;	10:00:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1406	;	29/08/2016	;	10:15:00	;	Exit	;	Passenger Car 	;	Iwo Road
1407	;	29/08/2016	;	10:30:00	;	Entry	;	Bus	;	Iwo Road
1408	;	29/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1409	;	29/08/2016	;	11:00:00	;	Entry	;	Bus	;	Iwo Road
1410	;	29/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1411	;	29/08/2016	;	12:56:12	;	Exit	;	Passenger Car	;	Iwo Road
1412	;	29/08/2016	;	12:58:58	;	Exit	;	Bus	;	Iwo Road
1413	;	29/08/2016	;	13:30:00	;	Exit	;	Bus	;	Iwo Road
1414	;	29/08/2016	;	13:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1415	;	29/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
1416	;	29/08/2016	;	14:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1417	;	29/08/2016	;	14:30:00	;	Exit	;	Bus	;	Iwo Road
1418	;	29/08/2016	;	14:44:00	;	Entry	;	2-axle Trailer 	;	Iwo Road
1419	;	29/08/2016	;	15:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1420	;	29/08/2016	;	16:00:00	;	Exit	;	Passenger Car 	;	Iwo Road
1421	;	29/08/2016	;	16:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1422	;	29/08/2016	;	16:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1423	;	29/08/2016	;	16:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1424	;	29/08/2016	;	17:00:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
1425	;	29/08/2016	;	17:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1426	;	29/08/2016	;	17:30:00	;	Exit	;	Bus	;	Iwo Road
1427	;	29/08/2016	;	17:45:00	;	Exit	;	Bus	;	Iwo Road
1428	;	29/08/2016	;	18:15:13	;	Entry	;	Passenger Car	;	Iwo Road
1429	;	29/08/2016	;	18:45:22	;	Entry	;	Passenger Car	;	Iwo Road
1430	;	29/08/2016	;	18:55:21	;	Entry	;	2-axle Trailer	;	Iwo Road
1431	;	29/08/2016	;	19:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1432	;	29/08/2016	;	19:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1433	;	29/08/2016	;	20:00:00	;	Entry	;	Bus	;	Iwo Road
1434	;	29/08/2016	;	20:15:00	;	Entry	;	Bus	;	Iwo Road
1435	;	29/08/2016	;	20:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1436	;	29/08/2016	;	20:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1437	;	29/08/2016	;	21:00:00	;	Entry	;	Bus	;	Iwo Road
1438	;	29/08/2016	;	21:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1439	;	29/08/2016	;	21:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1440	;	29/08/2016	;	21:45:00	;	Entry	;	Bus	;	Iwo Road
1441	;	29/08/2016	;	22:00:00	;	Entry	;	Bus	;	Iwo Road
1442	;	29/08/2016	;	22:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1443	;	29/08/2016	;	22:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1444	;	29/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1445	;	29/08/2016	;	23:00:00	;	Exit	;	Bus	;	Iwo Road
1446	;	29/08/2016	;	23:15:00	;	Exit	;	Bus	;	Iwo Road
1447	;	29/08/2016	;	23:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1448	;	29/08/2016	;	23:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1449	;	30/08/2016	;	02:07:45	;	Entry	;	Bus	;	Iwo Road
1450	;	30/08/2016	;	03:06:56	;	Entry	;	Passenger Car	;	Iwo Road
1451	;	30/08/2016	;	03:12:45	;	Entry	;	Passenger Car	;	Iwo Road
1452	;	30/08/2016	;	04:10:45	;	Entry	;	Bus	;	Iwo Road
1453	;	30/08/2016	;	05:45:00	;	Entry	;	Bus	;	Iwo Road
1454	;	30/08/2016	;	06:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1455	;	30/08/2016	;	06:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1456	;	30/08/2016	;	06:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1457	;	30/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
1458	;	30/08/2016	;	07:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1459	;	30/08/2016	;	07:19:44	;	Exit	;	Passenger Car	;	Iwo Road
1460	;	30/08/2016	;	07:59:00	;	Exit	;	Bus	;	Iwo Road
1461	;	30/08/2016	;	08:45:00	;	Entry	;	Bus	;	Iwo Road
1462	;	30/08/2016	;	09:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1463	;	30/08/2016	;	09:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1464	;	30/08/2016	;	09:30:00	;	Exit	;	Bus 	;	Iwo Road
1465	;	30/08/2016	;	09:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1466	;	30/08/2016	;	10:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1467	;	30/08/2016	;	10:15:00	;	Exit	;	Bus	;	Iwo Road
1468	;	30/08/2016	;	10:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1469	;	30/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1470	;	30/08/2016	;	11:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1471	;	30/08/2016	;	12:15:00	;	Exit	;	Bus	;	Iwo Road
1472	;	30/08/2016	;	12:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1473	;	30/08/2016	;	12:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1474	;	30/08/2016	;	13:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1475	;	30/08/2016	;	13:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1476	;	30/08/2016	;	13:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1477	;	30/08/2016	;	13:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1478	;	30/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
1479	;	30/08/2016	;	14:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1480	;	30/08/2016	;	14:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1481	;	30/08/2016	;	14:45:00	;	Entry	;	Bus	;	Iwo Road
1482	;	30/08/2016	;	14:56:43	;	Entry	;	2-axle Trailer	;	Iwo Road
1483	;	30/08/2016	;	15:32:34	;	Entry	;	Bus	;	Iwo Road
1484	;	30/08/2016	;	15:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1485	;	30/08/2016	;	16:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1486	;	30/08/2016	;	16:15:00	;	Entry	;	Bus	;	Iwo Road
1487	;	30/08/2016	;	16:30:00	;	Exit	;	Bus	;	Iwo Road
1488	;	30/08/2016	;	16:45:00	;	Exit	;	Bus	;	Iwo Road
1489	;	30/08/2016	;	17:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1490	;	30/08/2016	;	19:02:21	;	Entry	;	Passenger Car	;	Iwo Road
1491	;	30/08/2016	;	19:22:45	;	Exit	;	Bus	;	Iwo Road
1492	;	30/08/2016	;	19:54:12	;	Exit	;	Bus	;	Iwo Road
1493	;	30/08/2016	;	19:58:12	;	Exit	;	Passenger Car	;	Iwo Road
1494	;	30/08/2016	;	19:59:00	;	Entry	;	Passenger Car	;	Iwo Road
1495	;	30/08/2016	;	20:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1496	;	30/08/2016	;	20:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1497	;	30/08/2016	;	20:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1498	;	30/08/2016	;	21:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1499	;	30/08/2016	;	21:15:00	;	Exit	;	Bus	;	Iwo Road
1500	;	30/08/2016	;	21:30:00	;	Entry	;	Passenger Car 	;	Iwo Road
1501	;	30/08/2016	;	21:45:00	;	Entry	;	Bus 	;	Iwo Road
1502	;	30/08/2016	;	22:00:00	;	Entry	;	Bus	;	Iwo Road
1503	;	30/08/2016	;	22:15:00	;	Entry	;	Passenger Car 	;	Iwo Road
1504	;	31/08/2016	;	01:15:51	;	Exit	;	Bus 	;	Iwo Road
1505	;	31/08/2016	;	02:32:45	;	Exit	;	Passenger Car	;	Iwo Road
1506	;	31/08/2016	;	04:14:56	;	Entry	;	Passenger Car	;	Iwo Road
1507	;	31/08/2016	;	04:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1508	;	31/08/2016	;	04:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1509	;	31/08/2016	;	04:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1510	;	31/08/2016	;	05:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1511	;	31/08/2016	;	05:15:00	;	Entry	;	Bus 	;	Iwo Road
1512	;	31/08/2016	;	05:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1513	;	31/08/2016	;	05:45:00	;	Exit	;	Bus	;	Iwo Road
1514	;	31/08/2016	;	06:00:00	;	Entry	;	Bus	;	Iwo Road
1515	;	31/08/2016	;	06:15:00	;	Entry	;	Bus	;	Iwo Road
1516	;	31/08/2016	;	06:17:32	;	Entry	;	Passenger Car	;	Iwo Road
1517	;	31/08/2016	;	06:22:45	;	Entry	;	Bus	;	Iwo Road
1518	;	31/08/2016	;	07:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1519	;	31/08/2016	;	07:30:00	;	Entry	;	Bus	;	Iwo Road
1520	;	31/08/2016	;	07:45:00	;	Entry	;	Bus	;	Iwo Road
1521	;	31/08/2016	;	08:00:00	;	Exit	;	Passenger Car	;	Iwo Road
1522	;	31/08/2016	;	08:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1523	;	31/08/2016	;	08:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1524	;	31/08/2016	;	08:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1525	;	31/08/2016	;	09:00:00	;	Entry	;	Bus	;	Iwo Road
1526	;	31/08/2016	;	09:15:00	;	Entry	;	Passenger Car 	;	Iwo Road
1527	;	31/08/2016	;	09:30:00	;	Entry	;	Bus 	;	Iwo Road
1528	;	31/08/2016	;	09:45:00	;	Entry	;	Bus	;	Iwo Road
1529	;	31/08/2016	;	10:00:00	;	Entry	;	Passenger Car 	;	Iwo Road
1530	;	31/08/2016	;	10:10:10	;	Entry	;	Bus 	;	Iwo Road
1531	;	31/08/2016	;	11:15:00	;	Entry	;	Passenger Car	;	Iwo Road
1532	;	31/08/2016	;	11:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1533	;	31/08/2016	;	11:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1534	;	31/08/2016	;	12:00:00	;	Exit	;	Bus	;	Iwo Road
1535	;	31/08/2016	;	12:14:52	;	Entry	;	Passenger Car	;	Iwo Road
1536	;	31/08/2016	;	12:45:56	;	Exit	;	Passenger Car	;	Iwo Road
1537	;	31/08/2016	;	13:30:00	;	Entry	;	Bus	;	Iwo Road
1538	;	31/08/2016	;	13:45:00	;	Entry	;	Bus	;	Iwo Road
1539	;	31/08/2016	;	14:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1540	;	31/08/2016	;	14:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1541	;	31/08/2016	;	14:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
1542	;	31/08/2016	;	14:45:00	;	Entry	;	Passenger Car	;	Iwo Road
1543	;	31/08/2016	;	15:00:00	;	Entry	;	Passenger Car	;	Iwo Road
1544	;	31/08/2016	;	15:15:00	;	Entry	;	Bus	;	Iwo Road
1545	;	31/08/2016	;	15:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1546	;	31/08/2016	;	17:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1547	;	31/08/2016	;	17:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1548	;	31/08/2016	;	18:00:00	;	Exit	;	Bus	;	Iwo Road
1549	;	31/08/2016	;	18:15:00	;	Exit	;	Bus	;	Iwo Road
1550	;	31/08/2016	;	18:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1551	;	31/08/2016	;	18:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
1552	;	31/08/2016	;	19:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1553	;	31/08/2016	;	19:15:00	;	Exit	;	Bus	;	Iwo Road
1554	;	31/08/2016	;	19:30:00	;	Exit	;	Bus	;	Iwo Road
1555	;	31/08/2016	;	19:45:00	;	Exit	;	2-axle Trailer	;	Iwo Road
1556	;	31/08/2016	;	20:15:00	;	Exit	;	Bus	;	Iwo Road
1557	;	31/08/2016	;	20:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1558	;	31/08/2016	;	20:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1559	;	31/08/2016	;	21:00:00	;	Entry	;	Bus	;	Iwo Road
1560	;	31/08/2016	;	21:15:00	;	Exit	;	Passenger Car	;	Iwo Road
1561	;	31/08/2016	;	21:30:00	;	Entry	;	Passenger Car	;	Iwo Road
1562	;	31/08/2016	;	21:45:00	;	Entry	;	Bus	;	Iwo Road
1563	;	31/08/2016	;	22:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
1564	;	31/08/2016	;	22:15:00	;	Entry	;	Bus	;	Iwo Road
1565	;	31/08/2016	;	22:30:00	;	Exit	;	Passenger Car	;	Iwo Road
1566	;	31/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
1567	;	31/08/2016	;	23:00:00	;	Exit	;	Bus	;	Iwo Road
